2020-04-03 17:28:02.923 +02:00 [Information] Hello from tv movies!
2020-04-03 17:28:03.016 +02:00 [Error] Hello from movie error
2020-04-03 17:28:03.017 +02:00 [Warning] Hello from movies warning
2020-04-03 21:17:38.128 +02:00 [Information] Hello, from random songs!!
2020-04-21 22:48:35.197 +02:00 [Error]    at LiveContext.OnConfiguring(DbContextOptionsBuilder optionsBuilder) in /Users/mateuszbieda/Dropbox/App/Live/DataBase/LiveContext.cs:line 47
   at Microsoft.EntityFrameworkCore.DbContext.get_InternalServiceProvider()
   at Microsoft.EntityFrameworkCore.DbContext.get_DbContextDependencies()
   at Microsoft.EntityFrameworkCore.DbContext.get_Model()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityType()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityQueryable()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.Microsoft.EntityFrameworkCore.Query.Internal.IAsyncEnumerableAccessor<TEntity>.get_AsyncEnumerable()
   at Microsoft.EntityFrameworkCore.Extensions.Internal.QueryableExtensions.AsAsyncEnumerable[TSource](IQueryable`1 source)
   at Microsoft.EntityFrameworkCore.EntityFrameworkQueryableExtensions.ToListAsync[TSource](IQueryable`1 source, CancellationToken cancellationToken)
   at Live.Repositories.UpdatingRepository.<GetLastDate>d__6.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 216
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Live.Repositories.UpdatingRepository.<SongsUpdateAsync>d__5.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 55
2020-04-21 22:49:15.524 +02:00 [Error] Error in updating songs Object reference not set to an instance of an object.
2020-04-21 22:49:15.623 +02:00 [Error]    at LiveContext.OnConfiguring(DbContextOptionsBuilder optionsBuilder) in /Users/mateuszbieda/Dropbox/App/Live/DataBase/LiveContext.cs:line 47
   at Microsoft.EntityFrameworkCore.DbContext.get_InternalServiceProvider()
   at Microsoft.EntityFrameworkCore.DbContext.get_DbContextDependencies()
   at Microsoft.EntityFrameworkCore.DbContext.get_Model()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityType()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityQueryable()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.Microsoft.EntityFrameworkCore.Query.Internal.IAsyncEnumerableAccessor<TEntity>.get_AsyncEnumerable()
   at Microsoft.EntityFrameworkCore.Extensions.Internal.QueryableExtensions.AsAsyncEnumerable[TSource](IQueryable`1 source)
   at Microsoft.EntityFrameworkCore.EntityFrameworkQueryableExtensions.ToListAsync[TSource](IQueryable`1 source, CancellationToken cancellationToken)
   at Live.Repositories.UpdatingRepository.<GetLastDate>d__6.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 216
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Live.Repositories.UpdatingRepository.<SongsUpdateAsync>d__5.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 55
2020-04-21 22:49:15.975 +02:00 [Error] Error in updating songs Object reference not set to an instance of an object.
2020-04-21 22:49:16.013 +02:00 [Error]    at LiveContext.OnConfiguring(DbContextOptionsBuilder optionsBuilder) in /Users/mateuszbieda/Dropbox/App/Live/DataBase/LiveContext.cs:line 47
   at Microsoft.EntityFrameworkCore.DbContext.get_InternalServiceProvider()
   at Microsoft.EntityFrameworkCore.DbContext.get_DbContextDependencies()
   at Microsoft.EntityFrameworkCore.DbContext.get_Model()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityType()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityQueryable()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.Microsoft.EntityFrameworkCore.Query.Internal.IAsyncEnumerableAccessor<TEntity>.get_AsyncEnumerable()
   at Microsoft.EntityFrameworkCore.Extensions.Internal.QueryableExtensions.AsAsyncEnumerable[TSource](IQueryable`1 source)
   at Microsoft.EntityFrameworkCore.EntityFrameworkQueryableExtensions.ToListAsync[TSource](IQueryable`1 source, CancellationToken cancellationToken)
   at Live.Repositories.UpdatingRepository.<GetLastDate>d__6.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 216
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Live.Repositories.UpdatingRepository.<SongsUpdateAsync>d__5.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 55
2020-04-21 22:50:38.362 +02:00 [Error] Error in updating songs Object reference not set to an instance of an object.
2020-04-21 22:50:38.499 +02:00 [Error]    at LiveContext.OnConfiguring(DbContextOptionsBuilder optionsBuilder) in /Users/mateuszbieda/Dropbox/App/Live/DataBase/LiveContext.cs:line 47
   at Microsoft.EntityFrameworkCore.DbContext.get_InternalServiceProvider()
   at Microsoft.EntityFrameworkCore.DbContext.get_DbContextDependencies()
   at Microsoft.EntityFrameworkCore.DbContext.get_Model()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityType()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityQueryable()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.Microsoft.EntityFrameworkCore.Query.Internal.IAsyncEnumerableAccessor<TEntity>.get_AsyncEnumerable()
   at Microsoft.EntityFrameworkCore.Extensions.Internal.QueryableExtensions.AsAsyncEnumerable[TSource](IQueryable`1 source)
   at Microsoft.EntityFrameworkCore.EntityFrameworkQueryableExtensions.ToListAsync[TSource](IQueryable`1 source, CancellationToken cancellationToken)
   at Live.Repositories.UpdatingRepository.<GetLastDate>d__6.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 216
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Live.Repositories.UpdatingRepository.<SongsUpdateAsync>d__5.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 55
2020-04-21 22:50:38.863 +02:00 [Error] Error in updating songs Object reference not set to an instance of an object.
2020-04-21 22:50:38.880 +02:00 [Error]    at LiveContext.OnConfiguring(DbContextOptionsBuilder optionsBuilder) in /Users/mateuszbieda/Dropbox/App/Live/DataBase/LiveContext.cs:line 47
   at Microsoft.EntityFrameworkCore.DbContext.get_InternalServiceProvider()
   at Microsoft.EntityFrameworkCore.DbContext.get_DbContextDependencies()
   at Microsoft.EntityFrameworkCore.DbContext.get_Model()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityType()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityQueryable()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.Microsoft.EntityFrameworkCore.Query.Internal.IAsyncEnumerableAccessor<TEntity>.get_AsyncEnumerable()
   at Microsoft.EntityFrameworkCore.Extensions.Internal.QueryableExtensions.AsAsyncEnumerable[TSource](IQueryable`1 source)
   at Microsoft.EntityFrameworkCore.EntityFrameworkQueryableExtensions.ToListAsync[TSource](IQueryable`1 source, CancellationToken cancellationToken)
   at Live.Repositories.UpdatingRepository.<GetLastDate>d__6.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 216
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Live.Repositories.UpdatingRepository.<SongsUpdateAsync>d__5.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 55
2020-04-21 22:51:25.606 +02:00 [Error] Error in updating songs Object reference not set to an instance of an object.
2020-04-21 22:51:25.773 +02:00 [Error]    at LiveContext.OnConfiguring(DbContextOptionsBuilder optionsBuilder) in /Users/mateuszbieda/Dropbox/App/Live/DataBase/LiveContext.cs:line 47
   at Microsoft.EntityFrameworkCore.DbContext.get_InternalServiceProvider()
   at Microsoft.EntityFrameworkCore.DbContext.get_DbContextDependencies()
   at Microsoft.EntityFrameworkCore.DbContext.get_Model()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityType()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityQueryable()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.Microsoft.EntityFrameworkCore.Query.Internal.IAsyncEnumerableAccessor<TEntity>.get_AsyncEnumerable()
   at Microsoft.EntityFrameworkCore.Extensions.Internal.QueryableExtensions.AsAsyncEnumerable[TSource](IQueryable`1 source)
   at Microsoft.EntityFrameworkCore.EntityFrameworkQueryableExtensions.ToListAsync[TSource](IQueryable`1 source, CancellationToken cancellationToken)
   at Live.Repositories.UpdatingRepository.<GetLastDate>d__6.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 216
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Live.Repositories.UpdatingRepository.<SongsUpdateAsync>d__5.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 55
2020-04-21 22:51:25.913 +02:00 [Error] Error in updating songs Object reference not set to an instance of an object.
2020-04-21 22:51:25.945 +02:00 [Error]    at LiveContext.OnConfiguring(DbContextOptionsBuilder optionsBuilder) in /Users/mateuszbieda/Dropbox/App/Live/DataBase/LiveContext.cs:line 47
   at Microsoft.EntityFrameworkCore.DbContext.get_InternalServiceProvider()
   at Microsoft.EntityFrameworkCore.DbContext.get_DbContextDependencies()
   at Microsoft.EntityFrameworkCore.DbContext.get_Model()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityType()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityQueryable()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.Microsoft.EntityFrameworkCore.Query.Internal.IAsyncEnumerableAccessor<TEntity>.get_AsyncEnumerable()
   at Microsoft.EntityFrameworkCore.Extensions.Internal.QueryableExtensions.AsAsyncEnumerable[TSource](IQueryable`1 source)
   at Microsoft.EntityFrameworkCore.EntityFrameworkQueryableExtensions.ToListAsync[TSource](IQueryable`1 source, CancellationToken cancellationToken)
   at Live.Repositories.UpdatingRepository.<GetLastDate>d__6.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 216
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Live.Repositories.UpdatingRepository.<SongsUpdateAsync>d__5.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 55
2020-04-21 22:52:28.496 +02:00 [Error] Error in updating songs Object reference not set to an instance of an object.
2020-04-21 22:52:28.589 +02:00 [Error]    at LiveContext.OnConfiguring(DbContextOptionsBuilder optionsBuilder) in /Users/mateuszbieda/Dropbox/App/Live/DataBase/LiveContext.cs:line 47
   at Microsoft.EntityFrameworkCore.DbContext.get_InternalServiceProvider()
   at Microsoft.EntityFrameworkCore.DbContext.get_DbContextDependencies()
   at Microsoft.EntityFrameworkCore.DbContext.get_Model()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityType()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityQueryable()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.Microsoft.EntityFrameworkCore.Query.Internal.IAsyncEnumerableAccessor<TEntity>.get_AsyncEnumerable()
   at Microsoft.EntityFrameworkCore.Extensions.Internal.QueryableExtensions.AsAsyncEnumerable[TSource](IQueryable`1 source)
   at Microsoft.EntityFrameworkCore.EntityFrameworkQueryableExtensions.ToListAsync[TSource](IQueryable`1 source, CancellationToken cancellationToken)
   at Live.Repositories.UpdatingRepository.<GetLastDate>d__6.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 216
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Live.Repositories.UpdatingRepository.<SongsUpdateAsync>d__5.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 55
2020-04-21 22:52:28.965 +02:00 [Error] Error in updating songs Object reference not set to an instance of an object.
2020-04-21 22:52:29.058 +02:00 [Error]    at LiveContext.OnConfiguring(DbContextOptionsBuilder optionsBuilder) in /Users/mateuszbieda/Dropbox/App/Live/DataBase/LiveContext.cs:line 47
   at Microsoft.EntityFrameworkCore.DbContext.get_InternalServiceProvider()
   at Microsoft.EntityFrameworkCore.DbContext.get_DbContextDependencies()
   at Microsoft.EntityFrameworkCore.DbContext.get_Model()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityType()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityQueryable()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.Microsoft.EntityFrameworkCore.Query.Internal.IAsyncEnumerableAccessor<TEntity>.get_AsyncEnumerable()
   at Microsoft.EntityFrameworkCore.Extensions.Internal.QueryableExtensions.AsAsyncEnumerable[TSource](IQueryable`1 source)
   at Microsoft.EntityFrameworkCore.EntityFrameworkQueryableExtensions.ToListAsync[TSource](IQueryable`1 source, CancellationToken cancellationToken)
   at Live.Repositories.UpdatingRepository.<GetLastDate>d__6.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 216
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Live.Repositories.UpdatingRepository.<SongsUpdateAsync>d__5.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 55
2020-04-21 22:55:47.116 +02:00 [Error] Error in updating songs Object reference not set to an instance of an object.
2020-04-21 22:55:47.205 +02:00 [Error]    at LiveContext.OnConfiguring(DbContextOptionsBuilder optionsBuilder) in /Users/mateuszbieda/Dropbox/App/Live/DataBase/LiveContext.cs:line 47
   at Microsoft.EntityFrameworkCore.DbContext.get_InternalServiceProvider()
   at Microsoft.EntityFrameworkCore.DbContext.get_DbContextDependencies()
   at Microsoft.EntityFrameworkCore.DbContext.get_Model()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityType()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityQueryable()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.Microsoft.EntityFrameworkCore.Query.Internal.IAsyncEnumerableAccessor<TEntity>.get_AsyncEnumerable()
   at Microsoft.EntityFrameworkCore.Extensions.Internal.QueryableExtensions.AsAsyncEnumerable[TSource](IQueryable`1 source)
   at Microsoft.EntityFrameworkCore.EntityFrameworkQueryableExtensions.ToListAsync[TSource](IQueryable`1 source, CancellationToken cancellationToken)
   at Live.Repositories.UpdatingRepository.<GetLastDate>d__6.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 216
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Live.Repositories.UpdatingRepository.<SongsUpdateAsync>d__5.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 55
2020-04-21 22:55:47.267 +02:00 [Error] Error in updating songs Object reference not set to an instance of an object.
